pitch_type,game_date,release_speed,player_name,batter,pitcher,events,outs_when_up,inning,hit_distance_sc,pitch_number,pitch_name
SI,2023-06-06,94,"Schmidt, Clarke",650391,657376,grounded_into_double_play,1,6,7,1,Sinker
ST,2023-06-06,85.9,"Schmidt, Clarke",673357,657376,field_out,0,6,357,2,Sweeper
SI,2023-06-06,94.5,"Schmidt, Clarke",673357,657376,,0,6,,1,Sinker
SI,2023-06-06,92.1,"Schmidt, Clarke",643217,657376,hit_by_pitch,0,6,,5,Sinker
ST,2023-06-06,84.3,"Schmidt, Clarke",643217,657376,,0,6,8,4,Sweeper
ST,2023-06-06,84.3,"Schmidt, Clarke",643217,657376,,0,6,,3,Sweeper
SI,2023-06-06,91.9,"Schmidt, Clarke",643217,657376,,0,6,,2,Sinker
FC,2023-06-06,90.9,"Schmidt, Clarke",643217,657376,,0,6,,1,Cutter
ST,2023-06-06,85.7,"Schmidt, Clarke",641313,657376,field_out,2,5,11,6,Sweeper
SI,2023-06-06,93.3,"Schmidt, Clarke",641313,657376,,2,5,199,5,Sinker
KC,2023-06-06,83,"Schmidt, Clarke",641313,657376,,2,5,,4,Knuckle Curve
ST,2023-06-06,86.1,"Schmidt, Clarke",641313,657376,,2,5,197,3,Sweeper
ST,2023-06-06,84.7,"Schmidt, Clarke",641313,657376,,2,5,,2,Sweeper
ST,2023-06-06,86.1,"Schmidt, Clarke",641313,657376,,2,5,,1,Sweeper
FC,2023-06-06,90.6,"Schmidt, Clarke",664874,657376,home_run,2,5,435,3,Cutter
ST,2023-06-06,85.6,"Schmidt, Clarke",664874,657376,,2,5,,2,Sweeper
FC,2023-06-06,89.5,"Schmidt, Clarke",664874,657376,,2,5,,1,Cutter
ST,2023-06-06,85.5,"Schmidt, Clarke",663853,657376,single,2,5,268,3,Sweeper
ST,2023-06-06,85.4,"Schmidt, Clarke",663853,657376,,2,5,,2,Sweeper
FC,2023-06-06,90.3,"Schmidt, Clarke",663853,657376,,2,5,,1,Cutter
FC,2023-06-06,90.3,"Schmidt, Clarke",657757,657376,field_out,1,5,20,4,Cutter
KC,2023-06-06,83.3,"Schmidt, Clarke",657757,657376,,1,5,,3,Knuckle Curve
FC,2023-06-06,90.6,"Schmidt, Clarke",657757,657376,,1,5,3,2,Cutter
ST,2023-06-06,85.2,"Schmidt, Clarke",657757,657376,,1,5,,1,Sweeper
ST,2023-06-06,84.4,"Schmidt, Clarke",683734,657376,field_out,0,5,94,6,Sweeper
KC,2023-06-06,82.8,"Schmidt, Clarke",683734,657376,,0,5,,5,Knuckle Curve
ST,2023-06-06,84,"Schmidt, Clarke",683734,657376,,0,5,,4,Sweeper
KC,2023-06-06,82.5,"Schmidt, Clarke",683734,657376,,0,5,,3,Knuckle Curve
KC,2023-06-06,82.1,"Schmidt, Clarke",683734,657376,,0,5,,2,Knuckle Curve
FC,2023-06-06,90.6,"Schmidt, Clarke",683734,657376,,0,5,,1,Cutter
KC,2023-06-06,83.4,"Schmidt, Clarke",660162,657376,field_out,2,4,18,4,Knuckle Curve
ST,2023-06-06,84.1,"Schmidt, Clarke",660162,657376,,2,4,,3,Sweeper
ST,2023-06-06,85.1,"Schmidt, Clarke",660162,657376,,2,4,,2,Sweeper
SI,2023-06-06,93.5,"Schmidt, Clarke",660162,657376,,2,4,,1,Sinker
SI,2023-06-06,93.4,"Schmidt, Clarke",650391,657376,grounded_into_double_play,0,4,22,3,Sinker
FC,2023-06-06,90.6,"Schmidt, Clarke",650391,657376,,0,4,213,2,Cutter
SI,2023-06-06,91.8,"Schmidt, Clarke",650391,657376,,0,4,,1,Sinker
SI,2023-06-06,92.8,"Schmidt, Clarke",673357,657376,single,0,4,113,1,Sinker
FC,2023-06-06,90.3,"Schmidt, Clarke",643217,657376,field_out,2,3,296,4,Cutter
FC,2023-06-06,90.9,"Schmidt, Clarke",643217,657376,,2,3,,3,Cutter
FC,2023-06-06,91.9,"Schmidt, Clarke",643217,657376,,2,3,,2,Cutter
KC,2023-06-06,83.6,"Schmidt, Clarke",643217,657376,,2,3,,1,Knuckle Curve
FC,2023-06-06,90.8,"Schmidt, Clarke",641313,657376,field_out,1,3,25,7,Cutter
SI,2023-06-06,93.7,"Schmidt, Clarke",641313,657376,,1,3,214,6,Sinker
FC,2023-06-06,90.7,"Schmidt, Clarke",641313,657376,,1,3,,5,Cutter
ST,2023-06-06,86.7,"Schmidt, Clarke",641313,657376,,1,3,,4,Sweeper
SI,2023-06-06,93.5,"Schmidt, Clarke",641313,657376,,1,3,,3,Sinker
SI,2023-06-06,93.3,"Schmidt, Clarke",641313,657376,,1,3,,2,Sinker
ST,2023-06-06,85.1,"Schmidt, Clarke",641313,657376,,1,3,,1,Sweeper
KC,2023-06-06,83.6,"Schmidt, Clarke",664874,657376,home_run,1,3,320,2,Knuckle Curve
ST,2023-06-06,86.2,"Schmidt, Clarke",664874,657376,,1,3,,1,Sweeper
KC,2023-06-06,83.4,"Schmidt, Clarke",663853,657376,strikeout,0,3,,4,Knuckle Curve
KC,2023-06-06,83.7,"Schmidt, Clarke",663853,657376,,0,3,,3,Knuckle Curve
ST,2023-06-06,85.5,"Schmidt, Clarke",663853,657376,,0,3,,2,Sweeper
ST,2023-06-06,85.1,"Schmidt, Clarke",663853,657376,,0,3,,1,Sweeper
FC,2023-06-06,91.2,"Schmidt, Clarke",657757,657376,grounded_into_double_play,1,2,6,1,Cutter
FC,2023-06-06,91.6,"Schmidt, Clarke",683734,657376,field_out,0,2,71,6,Cutter
KC,2023-06-06,83.3,"Schmidt, Clarke",683734,657376,,0,2,,5,Knuckle Curve
ST,2023-06-06,85.9,"Schmidt, Clarke",683734,657376,,0,2,,4,Sweeper
KC,2023-06-06,83.5,"Schmidt, Clarke",683734,657376,,0,2,25,3,Knuckle Curve
KC,2023-06-06,84.7,"Schmidt, Clarke",683734,657376,,0,2,1,2,Knuckle Curve
SI,2023-06-06,93.4,"Schmidt, Clarke",683734,657376,,0,2,,1,Sinker
FC,2023-06-06,90.9,"Schmidt, Clarke",660162,657376,single,0,2,70,5,Cutter
SL,2023-06-06,87.4,"Cordero, Jimmy",673357,622772,strikeout,2,8,,4,Slider
SL,2023-06-06,85.3,"Cordero, Jimmy",673357,622772,,2,8,210,3,Slider
SI,2023-06-06,93.6,"Schmidt, Clarke",660162,657376,,0,2,,4,Sinker
SL,2023-06-06,85.5,"Cordero, Jimmy",673357,622772,,2,8,,2,Slider
ST,2023-06-06,85.1,"Schmidt, Clarke",660162,657376,,0,2,,3,Sweeper
FC,2023-06-06,90.4,"Schmidt, Clarke",660162,657376,,0,2,,2,Cutter
CH,2023-06-06,87.7,"Kahnle, Tommy",663853,592454,field_out,2,7,22,2,Changeup
SI,2023-06-06,96.9,"Cordero, Jimmy",673357,622772,,2,8,,1,Sinker
SI,2023-06-06,97.1,"Cordero, Jimmy",643217,622772,walk,2,8,,5,Sinker
FC,2023-06-06,91.3,"Schmidt, Clarke",660162,657376,,0,2,,1,Cutter
SL,2023-06-06,84,"Kahnle, Tommy",663853,592454,,2,7,,1,Slider
SL,2023-06-06,87.3,"Abreu, Albert",683734,656061,field_out,2,9,276,4,Slider
KC,2023-06-06,84.5,"Schmidt, Clarke",650391,657376,field_out,2,1,55,3,Knuckle Curve
CH,2023-06-06,88.2,"Kahnle, Tommy",657757,592454,single,2,7,238,2,Changeup
SI,2023-06-06,97.2,"Cordero, Jimmy",643217,622772,,2,8,,4,Sinker
SI,2023-06-06,97.2,"Cordero, Jimmy",643217,622772,,2,8,,3,Sinker
ST,2023-06-06,86.9,"Schmidt, Clarke",650391,657376,,2,1,,2,Sweeper
CH,2023-06-06,88,"Kahnle, Tommy",657757,592454,,2,7,,1,Changeup
SL,2023-06-06,87.8,"Abreu, Albert",683734,656061,,2,9,,3,Slider
ST,2023-06-06,87.1,"Schmidt, Clarke",650391,657376,,2,1,,1,Sweeper
SI,2023-06-06,96.4,"Cordero, Jimmy",643217,622772,,2,8,,2,Sinker
CH,2023-06-06,90.1,"Kahnle, Tommy",683734,592454,strikeout,1,7,,8,Changeup
SI,2023-06-06,97.7,"Abreu, Albert",683734,656061,,2,9,157,2,Sinker
SI,2023-06-06,97.3,"Cordero, Jimmy",643217,622772,,2,8,,1,Sinker
CH,2023-06-06,88.6,"Kahnle, Tommy",683734,592454,,1,7,3,7,Changeup
FC,2023-06-06,92.2,"Schmidt, Clarke",673357,657376,single,2,1,106,3,Cutter
SI,2023-06-06,97.5,"Abreu, Albert",683734,656061,,2,9,,1,Sinker
SI,2023-06-06,97,"Cordero, Jimmy",641313,622772,strikeout,1,8,,5,Sinker
CH,2023-06-06,86.1,"Kahnle, Tommy",683734,592454,,1,7,189,6,Changeup
SL,2023-06-06,88.5,"Abreu, Albert",660162,656061,field_out,1,9,65,2,Slider
ST,2023-06-06,87.4,"Schmidt, Clarke",673357,657376,,2,1,,2,Sweeper
FF,2023-06-06,97.6,"Abreu, Albert",660162,656061,,1,9,,1,4-Seam Fastball
ST,2023-06-06,87.7,"Schmidt, Clarke",673357,657376,,2,1,,1,Sweeper
CH,2023-06-06,87,"Kahnle, Tommy",683734,592454,,1,7,,5,Changeup
SL,2023-06-06,85.2,"Cordero, Jimmy",641313,622772,,1,8,,4,Slider
SI,2023-06-06,99.2,"Abreu, Albert",650391,656061,field_out,0,9,14,6,Sinker
SL,2023-06-06,85.3,"Cordero, Jimmy",641313,622772,,1,8,,3,Slider
CH,2023-06-06,87.2,"Kahnle, Tommy",683734,592454,,1,7,,4,Changeup
FC,2023-06-06,92.5,"Schmidt, Clarke",643217,657376,field_out,1,1,53,4,Cutter
CH,2023-06-06,88.3,"Kahnle, Tommy",683734,592454,,1,7,,3,Changeup
FC,2023-06-06,91.3,"Schmidt, Clarke",643217,657376,,1,1,,3,Cutter
SL,2023-06-06,85,"Cordero, Jimmy",641313,622772,,1,8,,2,Slider
SL,2023-06-06,87.7,"Abreu, Albert",650391,656061,,0,9,,5,Slider
SI,2023-06-06,98.1,"Abreu, Albert",650391,656061,,0,9,227,4,Sinker
SL,2023-06-06,85.1,"Kahnle, Tommy",683734,592454,,1,7,,2,Slider
SL,2023-06-06,86.7,"Cordero, Jimmy",641313,622772,,1,8,,1,Slider
SI,2023-06-06,93.7,"Schmidt, Clarke",643217,657376,,1,1,,2,Sinker
CH,2023-06-06,87,"Kahnle, Tommy",683734,592454,,1,7,,1,Changeup
SL,2023-06-06,85.9,"Cordero, Jimmy",664874,622772,strikeout,0,8,,3,Slider
SI,2023-06-06,98.6,"Abreu, Albert",650391,656061,,0,9,,3,Sinker
FC,2023-06-06,93.3,"Schmidt, Clarke",643217,657376,,1,1,,1,Cutter
SL,2023-06-06,85.7,"Cordero, Jimmy",664874,622772,,0,8,,2,Slider
SI,2023-06-06,96.7,"Abreu, Albert",650391,656061,,0,9,18,2,Sinker
CH,2023-06-06,87.3,"Kahnle, Tommy",660162,592454,field_out,0,7,9,2,Changeup
SI,2023-06-06,95.3,"Schmidt, Clarke",641313,657376,field_out,0,1,6,2,Sinker
SL,2023-06-06,84.8,"Cordero, Jimmy",664874,622772,,0,8,232,1,Slider
FF,2023-06-06,97.4,"Abreu, Albert",650391,656061,,0,9,,1,4-Seam Fastball
SI,2023-06-06,94.8,"Schmidt, Clarke",641313,657376,,0,1,,1,Sinker
CH,2023-06-06,87.8,"Kahnle, Tommy",660162,592454,,0,7,,1,Changeup
CU,2023-06-04,81.9,"Germán, Domingo",444482,593334,single,2,7,1,2,Curveball
CU,2023-06-04,81.5,"Germán, Domingo",444482,593334,,2,7,,1,Curveball
CU,2023-06-04,83.7,"Germán, Domingo",502110,593334,home_run,2,7,382,3,Curveball
CH,2023-06-04,86.4,"Germán, Domingo",502110,593334,,2,7,,2,Changeup
CH,2023-06-04,87,"Germán, Domingo",502110,593334,,2,7,,1,Changeup
CH,2023-06-04,86.8,"Germán, Domingo",571970,593334,strikeout,1,7,,3,Changeup
CU,2023-06-04,84.6,"Germán, Domingo",571970,593334,,1,7,243,2,Curveball
CU,2023-06-04,83.3,"Germán, Domingo",571970,593334,,1,7,,1,Curveball
CU,2023-06-04,83.5,"Germán, Domingo",669257,593334,field_out,0,7,3,5,Curveball
SI,2023-06-04,92.5,"Germán, Domingo",669257,593334,,0,7,,4,Sinker
CU,2023-06-04,83.6,"Germán, Domingo",669257,593334,,0,7,,3,Curveball
CU,2023-06-04,83.3,"Germán, Domingo",669257,593334,,0,7,,2,Curveball
CU,2023-06-04,81.5,"Germán, Domingo",669257,593334,,0,7,,1,Curveball
CU,2023-06-04,83.7,"Germán, Domingo",518692,593334,strikeout,2,6,,7,Curveball
SI,2023-06-04,94.6,"Germán, Domingo",518692,593334,,2,6,,6,Sinker
CH,2023-06-04,87.3,"Germán, Domingo",518692,593334,,2,6,228,5,Changeup
CU,2023-06-04,85.4,"Germán, Domingo",518692,593334,,2,6,,4,Curveball
FF,2023-06-04,93.7,"Germán, Domingo",518692,593334,,2,6,115,3,4-Seam Fastball
CH,2023-06-04,86.5,"Germán, Domingo",518692,593334,,2,6,,2,Changeup
CU,2023-06-04,82.9,"Germán, Domingo",518692,593334,,2,6,72,1,Curveball
CU,2023-06-04,83.1,"Germán, Domingo",605141,593334,strikeout,1,6,,5,Curveball
CH,2023-06-04,87.4,"Germán, Domingo",605141,593334,,1,6,,4,Changeup
SI,2023-06-04,94,"Germán, Domingo",605141,593334,,1,6,,3,Sinker
CU,2023-06-04,84,"Germán, Domingo",605141,593334,,1,6,0,2,Curveball
CU,2023-06-04,83.1,"Germán, Domingo",605141,593334,,1,6,,1,Curveball
CU,2023-06-04,82.1,"Germán, Domingo",681546,593334,walk,1,6,,8,Curveball
SI,2023-06-04,92.7,"Germán, Domingo",681546,593334,,1,6,,7,Sinker
CU,2023-06-04,83.4,"Germán, Domingo",681546,593334,,1,6,,6,Curveball
CH,2023-06-04,86.9,"Germán, Domingo",681546,593334,,1,6,,5,Changeup
FF,2023-06-04,92.2,"Germán, Domingo",681546,593334,,1,6,,4,4-Seam Fastball
CU,2023-06-04,81.8,"Germán, Domingo",681546,593334,,1,6,6,3,Curveball
CU,2023-06-04,82.5,"Germán, Domingo",681546,593334,,1,6,,2,Curveball
FF,2023-06-04,92.6,"Germán, Domingo",681546,593334,,1,6,,1,4-Seam Fastball
CU,2023-06-04,82.5,"Germán, Domingo",621035,593334,strikeout,0,6,,6,Curveball
SI,2023-06-04,90.7,"Germán, Domingo",621035,593334,,0,6,,5,Sinker
CU,2023-06-04,80.5,"Germán, Domingo",621035,593334,,0,6,,4,Curveball
CU,2023-06-04,80.3,"Germán, Domingo",621035,593334,,0,6,188,3,Curveball
SI,2023-06-04,91.3,"Germán, Domingo",621035,593334,,0,6,,2,Sinker
CH,2023-06-04,84.8,"Germán, Domingo",621035,593334,,0,6,,1,Changeup
CU,2023-06-04,82,"Germán, Domingo",621035,593334,caught_stealing_2b,2,5,,3,Curveball
CU,2023-06-04,82.6,"Germán, Domingo",621035,593334,,2,5,,2,Curveball
SI,2023-06-04,92.7,"Germán, Domingo",621035,593334,,2,5,,1,Sinker
CH,2023-06-04,85.9,"Germán, Domingo",678246,593334,single,2,5,259,2,Changeup
CU,2023-06-04,82.3,"Germán, Domingo",678246,593334,,2,5,,1,Curveball
CU,2023-06-04,81.1,"Germán, Domingo",444482,593334,field_out,1,5,151,4,Curveball
SI,2023-06-04,93.2,"Germán, Domingo",444482,593334,,1,5,,3,Sinker
CU,2023-06-04,81.5,"Germán, Domingo",444482,593334,,1,5,,2,Curveball
CU,2023-06-04,81.4,"Germán, Domingo",444482,593334,,1,5,,1,Curveball
SI,2023-06-04,92.5,"Germán, Domingo",502110,593334,field_out,0,5,69,4,Sinker
CU,2023-06-04,83.8,"Germán, Domingo",502110,593334,,0,5,,3,Curveball
CU,2023-06-04,82.9,"Germán, Domingo",502110,593334,,0,5,,2,Curveball
CU,2023-06-04,82.3,"Germán, Domingo",502110,593334,,0,5,,1,Curveball
FF,2023-06-04,94.4,"Germán, Domingo",571970,593334,strikeout,2,4,,6,4-Seam Fastball
CH,2023-06-04,89,"Germán, Domingo",571970,593334,,2,4,,5,Changeup
SI,2023-06-04,89.6,"Germán, Domingo",571970,593334,,2,4,,4,Sinker
FF,2023-06-04,94.7,"Germán, Domingo",571970,593334,,2,4,209,3,4-Seam Fastball
FF,2023-06-04,93.4,"Germán, Domingo",571970,593334,,2,4,,2,4-Seam Fastball
SI,2023-06-04,93.7,"Germán, Domingo",571970,593334,,2,4,,1,Sinker
CU,2023-06-04,83.3,"Germán, Domingo",669257,593334,field_out,1,4,328,7,Curveball
SI,2023-06-04,91.3,"Germán, Domingo",669257,593334,,1,4,58,6,Sinker
CU,2023-06-04,80.5,"Germán, Domingo",669257,593334,,1,4,,5,Curveball
CH,2023-06-04,84.8,"Germán, Domingo",669257,593334,,1,4,,4,Changeup
CH,2023-06-04,84.8,"Germán, Domingo",669257,593334,,1,4,,3,Changeup
CU,2023-06-04,82,"Germán, Domingo",669257,593334,,1,4,,2,Curveball
FF,2023-06-04,92.5,"Germán, Domingo",669257,593334,,1,4,,1,4-Seam Fastball
CH,2023-06-04,85.9,"Germán, Domingo",518692,593334,field_out,0,4,41,3,Changeup
FF,2023-06-04,93,"Germán, Domingo",518692,593334,,0,4,,2,4-Seam Fastball
SI,2023-06-04,92,"Germán, Domingo",518692,593334,,0,4,,1,Sinker
FF,2023-06-04,92.9,"Germán, Domingo",605141,593334,field_out,2,3,141,1,4-Seam Fastball
CH,2023-06-04,86.9,"Germán, Domingo",681546,593334,field_out,1,3,175,4,Changeup
FF,2023-06-04,92.7,"Germán, Domingo",681546,593334,,1,3,241,3,4-Seam Fastball
CU,2023-06-04,83.2,"Germán, Domingo",681546,593334,,1,3,,2,Curveball
CU,2023-06-04,81.3,"Germán, Domingo",681546,593334,,1,3,,1,Curveball
CH,2023-06-04,87.3,"Germán, Domingo",621035,593334,field_out,0,3,83,6,Changeup
CU,2023-06-04,84.4,"Germán, Domingo",621035,593334,,0,3,4,5,Curveball
FF,2023-06-04,92.5,"Germán, Domingo",621035,593334,,0,3,222,4,4-Seam Fastball
CU,2023-06-04,83.3,"Germán, Domingo",621035,593334,,0,3,184,3,Curveball
CU,2023-06-04,83.3,"Germán, Domingo",621035,593334,,0,3,6,2,Curveball
CH,2023-06-04,85.3,"Germán, Domingo",621035,593334,,0,3,,1,Changeup
SI,2023-06-04,93.6,"Germán, Domingo",678246,593334,field_out,2,2,2,2,Sinker
SI,2023-06-04,92.8,"Germán, Domingo",678246,593334,,2,2,,1,Sinker
FF,2023-06-04,93.4,"Germán, Domingo",444482,593334,double,2,2,306,3,4-Seam Fastball
CH,2023-06-04,89.9,"Peralta, Wandy",502110,593974,field_out,2,9,3,3,Changeup
SI,2023-06-04,96.3,"Peralta, Wandy",502110,593974,,2,9,,2,Sinker
CU,2023-06-04,82.9,"Germán, Domingo",444482,593334,,2,2,3,2,Curveball
SL,2023-06-04,86.9,"Holmes, Clay",605141,605280,field_out,1,8,64,4,Slider
SI,2023-06-04,96.3,"Holmes, Clay",605141,605280,,1,8,,3,Sinker
CH,2023-06-04,86.4,"Germán, Domingo",444482,593334,,2,2,,1,Changeup
SI,2023-06-04,96.2,"Peralta, Wandy",502110,593974,,2,9,,1,Sinker
CU,2023-06-04,83.9,"Germán, Domingo",502110,593334,strikeout,1,2,,5,Curveball
CH,2023-06-04,91.1,"Peralta, Wandy",571970,593974,field_out,1,9,305,6,Changeup
SL,2023-06-04,87.1,"Holmes, Clay",605141,605280,,1,8,186,2,Slider
FF,2023-06-04,92,"Germán, Domingo",502110,593334,,1,2,176,4,4-Seam Fastball
SI,2023-06-04,97.2,"Holmes, Clay",605141,605280,,1,8,,1,Sinker
SI,2023-06-04,96.6,"Peralta, Wandy",571970,593974,,1,9,11,5,Sinker
CH,2023-06-04,88.8,"Peralta, Wandy",571970,593974,,1,9,,4,Changeup
CH,2023-06-04,87.1,"Germán, Domingo",502110,593334,,1,2,,3,Changeup
SL,2023-06-04,88,"Holmes, Clay",681546,605280,strikeout,0,8,,3,Slider
SI,2023-06-04,97.8,"Holmes, Clay",681546,605280,,0,8,,2,Sinker
SI,2023-06-04,96.4,"Peralta, Wandy",571970,593974,,1,9,,3,Sinker
CH,2023-06-04,87.2,"Germán, Domingo",502110,593334,,1,2,,2,Changeup
SI,2023-06-04,91.6,"Germán, Domingo",502110,593334,,1,2,,1,Sinker
SI,2023-06-04,95.4,"Holmes, Clay",681546,605280,,0,8,,1,Sinker
SI,2023-06-04,96.8,"Peralta, Wandy",571970,593974,,0,9,,2,Sinker
CH,2023-06-04,85.6,"Germán, Domingo",571970,593334,field_out,0,2,59,2,Changeup
SI,2023-06-04,96.7,"Peralta, Wandy",571970,593974,,0,9,,1,Sinker
SL,2023-06-04,88.4,"Holmes, Clay",621035,605280,strikeout,2,7,,3,Slider
CH,2023-06-04,91.4,"Peralta, Wandy",669257,593974,walk,0,9,,7,Changeup
CU,2023-06-04,82,"Germán, Domingo",571970,593334,,0,2,,1,Curveball
SI,2023-06-04,96.7,"Holmes, Clay",621035,605280,,2,7,,2,Sinker
CH,2023-06-04,90.8,"Peralta, Wandy",669257,593974,,0,9,224,6,Changeup
SL,2023-06-04,88.2,"Holmes, Clay",621035,605280,,2,7,,1,Slider
SI,2023-06-04,91.3,"Germán, Domingo",669257,593334,field_out,2,1,74,2,Sinker
SL,2023-06-04,90.3,"Peralta, Wandy",669257,593974,,0,9,,5,Slider
CU,2023-06-04,81.9,"Germán, Domingo",669257,593334,,2,1,,1,Curveball
SI,2023-06-04,95.8,"Holmes, Clay",678246,605280,walk,2,7,,7,Sinker
CH,2023-06-04,89.1,"Peralta, Wandy",669257,593974,,0,9,,4,Changeup
SI,2023-06-04,96.4,"Holmes, Clay",678246,605280,,2,7,,6,Sinker
CU,2023-06-04,82.9,"Germán, Domingo",518692,593334,field_out,1,1,14,4,Curveball
SI,2023-06-04,97.5,"Holmes, Clay",678246,605280,,2,7,,5,Sinker
SI,2023-06-04,96.4,"Peralta, Wandy",669257,593974,,0,9,183,3,Sinker
CH,2023-06-04,86.2,"Germán, Domingo",518692,593334,,1,1,206,3,Changeup
SI,2023-06-04,96.8,"Holmes, Clay",678246,605280,,2,7,,4,Sinker
CH,2023-06-04,88.9,"Peralta, Wandy",669257,593974,,0,9,,2,Changeup
FF,2023-06-04,91.5,"Germán, Domingo",518692,593334,,1,1,270,2,4-Seam Fastball
CH,2023-06-04,91.2,"Peralta, Wandy",669257,593974,,0,9,,1,Changeup
SI,2023-06-04,94.8,"Holmes, Clay",678246,605280,,2,7,,3,Sinker
CU,2023-06-04,81.3,"Germán, Domingo",518692,593334,,1,1,179,1,Curveball
SI,2023-06-04,95.7,"Holmes, Clay",678246,605280,,2,7,,2,Sinker
SI,2023-06-04,91.3,"Germán, Domingo",605141,593334,field_out,0,1,14,2,Sinker
CH,2023-06-04,88.8,"Peralta, Wandy",518692,593974,field_out,2,8,1,2,Changeup
FF,2023-06-04,90.9,"Germán, Domingo",605141,593334,,0,1,,1,4-Seam Fastball
SI,2023-06-04,96.7,"Peralta, Wandy",518692,593974,,2,8,,1,Sinker
SI,2023-06-04,94.6,"Holmes, Clay",678246,605280,,2,7,,1,Sinker
FF,2023-06-03,96.9,"Cole, Gerrit",502110,543037,field_out,2,6,322,2,4-Seam Fastball
SL,2023-06-03,89.6,"Cole, Gerrit",502110,543037,,2,6,,1,Slider
FF,2023-06-03,97.7,"Cole, Gerrit",571970,543037,walk,2,6,,6,4-Seam Fastball
FF,2023-06-03,98.4,"Cole, Gerrit",571970,543037,,2,6,,5,4-Seam Fastball
FF,2023-06-03,97.2,"Cole, Gerrit",571970,543037,,2,6,,4,4-Seam Fastball
FF,2023-06-03,96.1,"Cole, Gerrit",571970,543037,,2,6,,3,4-Seam Fastball
FF,2023-06-03,96.6,"Cole, Gerrit",571970,543037,,2,6,,2,4-Seam Fastball
FF,2023-06-03,96.7,"Cole, Gerrit",571970,543037,,2,6,,1,4-Seam Fastball
SL,2023-06-03,90.9,"Cole, Gerrit",669257,543037,grounded_into_double_play,0,6,10,2,Slider
SL,2023-06-03,90.3,"Cole, Gerrit",669257,543037,,0,6,,1,Slider
FF,2023-06-03,95.4,"Cole, Gerrit",518692,543037,single,0,6,227,3,4-Seam Fastball
FF,2023-06-03,96.5,"Cole, Gerrit",518692,543037,,0,6,,2,4-Seam Fastball
FF,2023-06-03,96.4,"Cole, Gerrit",518692,543037,,0,6,,1,4-Seam Fastball
KC,2023-06-03,83.9,"Cole, Gerrit",605141,543037,strikeout,2,5,,6,Knuckle Curve
FF,2023-06-03,96.8,"Cole, Gerrit",605141,543037,,2,5,143,5,4-Seam Fastball
FF,2023-06-03,96.9,"Cole, Gerrit",605141,543037,,2,5,,4,4-Seam Fastball
SL,2023-06-03,91.6,"Cole, Gerrit",605141,543037,,2,5,,3,Slider
FF,2023-06-03,97,"Cole, Gerrit",605141,543037,,2,5,154,2,4-Seam Fastball
FF,2023-06-03,96.4,"Cole, Gerrit",605141,543037,,1,5,,1,4-Seam Fastball
SL,2023-06-03,85.4,"Cole, Gerrit",500743,543037,single,1,5,264,4,Slider
SL,2023-06-03,89.4,"Cole, Gerrit",500743,543037,,1,5,,3,Slider
FF,2023-06-03,95.4,"Cole, Gerrit",500743,543037,,1,5,211,2,4-Seam Fastball
KC,2023-06-03,81.6,"Cole, Gerrit",500743,543037,,1,5,96,1,Knuckle Curve
FF,2023-06-03,94.5,"Cole, Gerrit",681546,543037,strikeout,0,5,,3,4-Seam Fastball
FF,2023-06-03,95.3,"Cole, Gerrit",681546,543037,,0,5,,2,4-Seam Fastball
KC,2023-06-03,80,"Cole, Gerrit",681546,543037,,0,5,,1,Knuckle Curve
CH,2023-06-03,89.6,"Cole, Gerrit",444482,543037,force_out,2,4,68,3,Changeup
FF,2023-06-03,97,"Cole, Gerrit",444482,543037,,2,4,,2,4-Seam Fastball
FF,2023-06-03,98.7,"Cole, Gerrit",444482,543037,,2,4,187,1,4-Seam Fastball
FF,2023-06-03,96.8,"Cole, Gerrit",518792,543037,field_out,1,4,152,3,4-Seam Fastball
FF,2023-06-03,97.4,"Cole, Gerrit",518792,543037,,1,4,,2,4-Seam Fastball
CH,2023-06-03,90,"Cole, Gerrit",518792,543037,,1,4,,1,Changeup
FF,2023-06-03,98.1,"Cole, Gerrit",502110,543037,field_out,0,4,348,4,4-Seam Fastball
SL,2023-06-03,92.6,"Cole, Gerrit",502110,543037,,0,4,,3,Slider
FF,2023-06-03,98.4,"Cole, Gerrit",502110,543037,,0,4,,2,4-Seam Fastball
SL,2023-06-03,91.4,"Cole, Gerrit",502110,543037,,0,4,,1,Slider
FF,2023-06-03,96.9,"Cole, Gerrit",571970,543037,walk,0,4,,4,4-Seam Fastball
KC,2023-06-03,83.2,"Cole, Gerrit",571970,543037,,0,4,,3,Knuckle Curve
FC,2023-06-03,94.5,"Cole, Gerrit",571970,543037,,0,4,,2,Cutter
KC,2023-06-03,83.7,"Cole, Gerrit",571970,543037,,0,4,,1,Knuckle Curve
SL,2023-06-03,90.7,"Cole, Gerrit",669257,543037,single,0,4,228,5,Slider
KC,2023-06-03,82.7,"Cole, Gerrit",669257,543037,,0,4,1,4,Knuckle Curve
FF,2023-06-03,97.5,"Cole, Gerrit",669257,543037,,0,4,,3,4-Seam Fastball
FF,2023-06-03,97.1,"Cole, Gerrit",669257,543037,,0,4,,2,4-Seam Fastball
FF,2023-06-03,96.3,"Cole, Gerrit",669257,543037,,0,4,148,1,4-Seam Fastball
FF,2023-06-03,96.8,"Cole, Gerrit",518692,543037,strikeout,2,3,,4,4-Seam Fastball
FF,2023-06-03,98.4,"Cole, Gerrit",518692,543037,,2,3,187,3,4-Seam Fastball
